Year-Month,Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Clim_ID,H1,Environment and Climate Change Canada
1986-01,LINDSAY FROST,44.333,-78.733,ON,-8.4,0,0,5,0,-29,0,38.6,0,87,53.8,0,81,10,14,90,0,101,817.7,0,6164433,,
1986-01,LISTOWEL ONT HYDRO,43.717,-80.95,ON,,,NA,,,,,47,0,NA,67,0,NA,4,12,,,NA,,,6144444,,
1986-01,LIVELY,46.433,-81.15,ON,-13.3,0,NA,4,0,-30,0,44.6,0,NA,50.8,0,NA,45,11,,,NA,969.2,0,6064460,,
1986-01,LONDON A,43.033,-81.15,ON,-5.5,0,0,5.7,0,-25.2,0,51.6,0,105,44.6,0,60,10,13,69.5,0,108,729.4,0,6144475,,
1986-01,LONDON SHARON DRIVE,43.033,-81.283,ON,,,NA,,,,,47.6,0,NA,60.9,0,NA,,18,,,NA,,,6144500,,
1986-01,LORNEVILLE,44.483,-78.95,ON,-8.8,0,NA,5,0,-28,0,68,0,NA,84.2,0,NA,,16,,,NA,831.2,0,6164615,,
1986-01,LUCKNOW,43.95,-81.5,ON,-6.1,0,NA,5,0,-27.5,0,109.6,0,NA,120.6,0,NA,,18,,,NA,747.1,0,6124700,,
1986-01,LYNDHURST SHAWMERE,44.517,-76.083,ON,-8.3,0,0.1,7,0,-30.5,0,27.8,0,70,45.8,0,64,,12,,,NA,815.4,0,6104725,,
1986-01,MADAWASKA,45.5,-77.983,ON,-11.7,0,0.4,5,0,-35,0,29,0,63,30,4,NA,,10,,,NA,919.7,0,6084770,,
1986-01,MALLORYTOWN GRAHAM LAKE,44.567,-75.883,ON,,,NA,,,,,2.2,6,NA,19.6,6,NA,,1,,,NA,,,6104880,,
1986-01,MALLORYTOWN LANDING,44.45,-75.867,ON,-7.6,0,NA,8,0,-27,0,34,0,NA,64.2,0,NA,12,14,,,NA,793.3,0,6104882,,
1986-01,MANITOUWADGE,49.15,-85.8,ON,-16.4,0,NA,1,0,-36,0,41.4,0,NA,42.4,0,NA,,15,,,NA,1065.9,0,6044903,,
1986-01,MANOTICK,45.233,-75.7,ON,,,NA,,,,,20.4,0,NA,42.6,0,NA,8,7,,,NA,,,6104932,,
1986-01,MAPLE,43.867,-79.483,ON,-8.2,9,NA,6,4,-25.5,9,19.6,0,NA,19.6,2,NA,,6,,,NA,576.7,0,6154950,,
1986-01,MAPLE GROVE,44.4,-80.367,ON,-8.6,0,NA,5,0,-28.5,0,61.6,0,NA,73.8,0,NA,17,23,,,NA,824.5,0,611DR50,,
1986-01,MARSTON VERHEGGHE,42.7,-80.6,ON,,,NA,,,,,24,0,NA,34,0,NA,,12,,,NA,,,6134996,,
1986-01,MASSEY,46.183,-82.017,ON,-12,0,-0.9,5,0,-35,0,32.6,0,64,37.6,0,64,46,7,,,NA,930.9,0,6065006,,
1986-01,MATHESON ONT HYDRO,48.533,-80.467,ON,,,NA,,,,,41.7,0,NA,41.7,0,NA,,10,,,NA,,,6075013,,
1986-01,MATTICE TCPL,49.6,-83.167,ON,-21,0,NA,0,0,-40,0,58.6,0,NA,58.6,0,NA,,9,,,NA,1208.2,0,6075024,,
1986-01,MIDDLEPORT TS,43.117,-80.033,ON,-5.3,0,0,8,0,-24,0,24.8,0,72,39.8,0,60,,9,,,NA,723.3,0,6155097,,
1986-01,MIDHURST,44.45,-79.767,ON,-7.1,0,NA,7.5,0,-29,0,68.1,0,NA,79.5,0,NA,,19,,,NA,777.7,0,6115099,,
1986-01,MIDLAND WATER POLLUTION CONTROL PLANT,44.758,-79.875,ON,-7.4,0,1.1,8,0,-28,0,127,0,144,140,0,128,,18,,,NA,786,0,6115127,,
1986-01,MILFORD,43.933,-77.05,ON,-5.9,0,NA,7.5,0,-25,0,44.2,0,NA,70.2,0,NA,11,12,,,NA,739.5,0,6155148,,
1986-01,MILLGROVE,43.317,-79.967,ON,-5.7,0,-0.2,7.5,0,-25.5,0,25.6,0,63,39.6,0,53,,12,,,NA,734.2,0,6155183,,
1986-01,MILTON KELSO,43.5,-79.95,ON,-6.2,0,NA,6.5,0,-27,0,19.4,0,NA,35.4,0,NA,,13,,,NA,749,0,6155187,,
1986-01,MINDEN,44.933,-78.717,ON,-10.4,0,-0.7,5.5,0,-35,0,46,0,78,65.8,0,73,34,13,,,NA,880.7,0,6165195,,
1986-01,MINE CENTRE,48.767,-92.617,ON,-13,0,2.4,4,0,-38,0,19,0,62,19,0,61,,4,,,NA,960,0,6025203,,
1986-01,MISSISSAGI ONT HYDRO,46.433,-83.383,ON,-11.5,0,NA,5,0,-34.5,0,44.2,0,NA,46.2,0,NA,,8,,,NA,913.7,0,6055210,,
1986-01,MONETVILLE,46.15,-80.3,ON,-12.3,3,-0.3,6,2,-31,2,35.4,0,56,44,0,55,,13,,,NA,847.8,0,6065250,,
1986-01,MONTICELLO,43.967,-80.4,ON,-8.3,0,NA,6,0,-26,0,34.8,0,NA,39.4,0,NA,25,13,,,NA,815.4,0,6145267,,
1986-01,MONTREAL FALLS,47.267,-84.433,ON,-12.8,0,NA,3,0,-38,0,124,0,NA,124,0,NA,,18,,,NA,955.3,0,6055302,,
1986-01,MOOSONEE UA,51.267,-80.65,ON,-21.6,0,-1.6,1.2,0,-37.6,0,43.1,0,108,37.4,0,114,111,10,80.8,0,86,1226.9,0,6075425,,
1986-01,MORRISBURG,44.917,-75.183,ON,-9.2,0,0.4,7.5,0,-30,0,43.6,0,100,82.8,0,114,,15,,,NA,843.2,0,6105460,,
1986-01,MOUNT FOREST,43.983,-80.75,ON,-7.9,0,NA,4.8,0,-24.8,0,54.8,0,NA,53.2,0,NA,10,13,56.3,3.083333333,NA,804.4,0,6145503,,
1986-01,MUSKOKA A,44.967,-79.3,ON,-10.9,0,-0.7,6.4,0,-35,0,66.4,0,76,65.1,0,70,40,14,,,NA,896.7,0,6115525,,
1986-01,NANTICOKE ESSO,42.833,-80.05,ON,,,NA,,,,,27,0,NA,46.7,0,NA,,11,,,NA,,,6135573,,
1986-01,NEW GLASGOW,42.517,-81.633,ON,-4.7,0,-0.3,8,0,-23,0,23,0,92,37,0,64,,12,,,NA,702.8,0,6135583,,
1986-01,NEWBURY,42.717,-81.85,ON,,,NA,,,,,48,0,NA,66.2,0,NA,,11,,,NA,,,6125582,,
1986-01,NIAGARA FALLS,43.133,-79.083,ON,-3.7,0,NA,10,0,-20,0,32.8,0,NA,60.6,0,NA,9,10,,,NA,673.6,0,6135638,,
1986-01,NIAGARA FALLS NPCSH,43.133,-79.05,ON,-4.2,4,-0.1,8,4,-18,4,28.2,0,59,52,1,NA,14,15,,,NA,599.6,0,6135657,,
1986-01,NIAGARA ON THE LAKE,43.25,-79.133,ON,-3,0,NA,10,0,-16,0,19.2,0,NA,52,0,NA,,9,,,NA,651,0,6135FF4,,
1986-01,NORTH BAY A,46.364,-79.423,ON,-13.6,0,-1,4,0,-28.4,0,42.2,0,65,40.1,0,58,30,13,77.6,0,90,978.7,0,6085700,,
1986-01,OAKVILLE GLEN ABBEY,43.45,-79.717,ON,-5.2,0,NA,7,0,-23,0,12.5,0,NA,39.5,0,NA,5,8,,,NA,719.6,0,6155PM4,,
1986-01,OAKVILLE SOUTHEAST WPCP,43.483,-79.633,ON,-5.5,0,-0.8,7,0,-22,0,6.8,0,24,26.8,0,45,,5,,,NA,727,0,615N745,,
1986-01,ORANGEVILLE MOE,43.917,-80.083,ON,-7.3,0,0.2,6,0,-28,0,20.6,0,53,30.8,0,48,,12,,,NA,783.1,0,6155790,,
1986-01,ORILLIA TS,44.617,-79.417,ON,-7.4,0,NA,7.5,0,-30,0,63.8,0,NA,75.2,0,NA,,11,,,NA,788.1,0,6115820,,
1986-01,ORONO,43.967,-78.617,ON,-7.4,7,NA,7,4,-28.5,4,1.6,7,NA,12,7,NA,,3,,,NA,609.6,0,6155854,,
1986-01,OSHAWA FIRE HALL #3,43.933,-78.867,ON,-6.1,0,NA,8,0,-25,0,18,0,NA,18,3,NA,,4,,,NA,745.6,0,6155877,,
1986-01,OSHAWA WPCP,43.867,-78.833,ON,-4.8,0,0,8,0,-21,0,10.6,0,30,34.4,0,52,3,8,,,NA,705.7,0,6155878,,
1986-01,OTTAWA CDA,45.383,-75.717,ON,-9.7,0,0.4,5.2,0,-24.6,0,32.2,0,73,46,0,73,10,10,110.3,0,111,859.2,0,6105976,,
1986-01,OTTAWA MACDONALD-CARTIER INT'L  A,45.317,-75.667,ON,-9.8,0,0.5,5.2,0,-24.9,0,35,0,65,54,0,83,16,10,,,NA,863,0,6106000,,
1986-01,OWEN SOUND MOE,44.583,-80.933,ON,-5.5,0,-0.1,6.5,0,-20.5,0,92.4,0,92,100.5,0,78,17,21,,,NA,728.7,0,6116132,,
1986-01,PAISLEY,44.267,-81.367,ON,-6,0,NA,6.5,0,-28,0,105.6,0,NA,116.4,0,NA,55,19,,,NA,744.5,0,6126210,,
1986-01,PARRY SOUND,45.35,-80.05,ON,-9.2,0,NA,6,0,-29,0,82.8,0,NA,96,0,NA,50,19,,,NA,842.8,0,6116255,,
1986-01,PELEE ISLAND,41.75,-82.683,ON,-3.4,4,NA,8.5,4,-18,3,8.6,0,NA,31.8,0,NA,,8,,,NA,577,0,6136335,,
1986-01,PETAWAWA A,45.95,-77.317,ON,-12.5,0,NA,5.2,0,-31.7,0,45,0,NA,44.5,0,NA,13,13,,,NA,945.5,0,6106398,,
1986-01,PETAWAWA NAT FORESTRY,45.983,-77.433,ON,-13.5,0,NA,4,0,-31,0,33.6,0,NA,52.6,0,NA,26,14,99,0,NA,975.5,0,6106400,,
1986-01,PETERBOROUGH A,44.233,-78.367,ON,-8.5,0,-0.1,5.5,0,-28.5,0,29.4,0,73,50.2,0,88,14,10,,,NA,822.2,0,6166418,,
1986-01,PETERBOROUGH DOBBIN TS,44.317,-78.4,ON,-8.5,0,NA,6,0,-27,0,29,0,NA,61,0,NA,,10,,,NA,820.1,0,6166428,,
1986-01,PETERBOROUGH STP,44.283,-78.317,ON,-7.3,0,NA,5,0,-25,0,40.6,0,NA,67.7,0,NA,,11,,,NA,785.8,0,6166450,,
1986-01,PETERBOROUGH TRENT U,44.367,-78.3,ON,-7.8,0,0.6,5,0,-27,0,22.8,0,59,53.8,0,94,17,9,94.2,0,107,798.4,0,6166455,,
1986-01,PETROLIA TOWN,42.883,-82.167,ON,-5.2,0,-0.2,7.5,0,-20,0,45.6,0,116,63.8,0,96,,13,,,NA,718.2,0,6126499,,
1986-01,PICKLE LAKE (AUT),51.449,-90.218,ON,-19.8,0,NA,0.3,0,-39.1,0,39.4,0,NA,22.8,0,NA,59,11,,,NA,1171.8,0,6016525,,
1986-01,PICTON,44.017,-77.133,ON,-5.7,0,NA,8,0,-27,0,46.4,0,NA,48,2,NA,,10,,,NA,734.8,0,6156533,,
1986-01,PINE GROVE,43.8,-79.583,ON,,,NA,,,,,15,0,NA,26.6,0,NA,,10,,,NA,,,6156545,,
1986-01,POINT PELEE,41.95,-82.517,ON,-3.9,0,NA,7,0,-19.5,0,17,0,NA,28.2,0,NA,,11,,,NA,679.8,0,613FN58,,
1986-01,PORCUPINE ONT HYDRO,48.467,-81.267,ON,-18,0,-1.3,3,0,-39.5,0,51.6,0,75,51.6,0,74,,11,,,NA,1115.6,0,6076572,,
1986-01,PORT COLBORNE,42.883,-79.25,ON,-3.7,0,-0.1,8.5,0,-20,0,19,0,47,40.4,0,55,,11,,,NA,672.9,0,6136606,,
1986-01,PORT DALHOUSIE,43.183,-79.267,ON,-3.2,0,0.2,10.5,0,-19,0,35.2,0,104,67.2,0,111,6,14,,,NA,658.2,0,6136626,,
1986-01,PORT DARLINGTON WPCP,43.9,-78.65,ON,,,NA,,,,,12.2,0,NA,24.6,0,NA,2,5,,,NA,,,6156634,,
1986-01,PORT HOPE,43.95,-78.283,ON,-5.4,0,NA,7.5,0,-23,0,16.2,0,NA,19.4,2,NA,,8,,,NA,725.3,0,6156670,,
1986-01,PORT PERRY NONQUON,44.15,-78.967,ON,-7.3,0,NA,6,0,-32,0,0,18,NA,0,23,NA,26,0,,,NA,783.1,0,6156682,,
1986-01,PORT STANLEY,42.667,-81.217,ON,-5.1,0,NA,6.5,0,-24,0,23.2,0,NA,40,0,NA,3,13,,,NA,716.5,0,6136694,,
1986-01,POWASSAN,46.117,-79.25,ON,-12.5,0,-0.2,5,0,-34,0,32,0,66,39.8,0,63,20,14,,,NA,945.6,0,6116702,,
1986-01,PRESTON,43.4,-80.417,ON,-6.2,0,0.2,6,0,-25,0,20.4,0,56,35.6,0,55,5,10,,,NA,748.9,0,6146711,,
1986-01,PRESTON WPCP,43.383,-80.35,ON,,,NA,,,,,12,0,NA,25.5,0,NA,5,9,,,NA,,,6146714,,
1986-01,PRICEVILLE,44.2,-80.633,ON,,,NA,,,,,57.2,0,NA,69.2,0,NA,24,15,,,NA,,,6116718,,
1986-01,PROTON STATION,44.167,-80.517,ON,-8.5,0,-0.2,4,0,-29.5,0,71,0,85,85.2,0,79,15,21,,,NA,820.4,0,6116750,,
1986-01,PUKASKWA NATL PARK,48.6,-86.3,ON,-14.3,0,NA,3.5,0,-40,0,43.4,0,NA,43.4,0,NA,76,12,,,NA,999.9,0,6046770,,
1986-01,PURDY,45.317,-77.717,ON,,,NA,,,,,18.2,0,NA,30,0,NA,26,12,,,NA,,,6106779,,
1986-01,RAVENSHOE,44.217,-79.4,ON,-7.6,0,NA,6,0,-26.5,0,34.8,0,NA,50,0,NA,8,13,,,NA,792.6,0,6116902,,
1986-01,RAWSON LAKE,49.65,-93.717,ON,-14.1,0,1.5,7,0,-34,0,22,0,65,22,0,78,40,9,76.9,0,91,996.3,0,6036904,,
1986-01,RED LAKE A,51.067,-93.793,ON,-16.8,0,1.5,5.3,0,-37.5,0,39,0,110,27.8,0,104,42,7,79.4,0,77,1079.1,0,6016975,,
1986-01,RENFREW,45.483,-76.7,ON,-10.6,0,1.5,7,0,-28.5,0,25.4,0,65,49.8,0,90,12,11,,,NA,885.5,0,6107002,,
1986-01,RICHMOND HILL,43.877,-79.448,ON,-6.5,0,-0.3,6,0,-24.5,0,28,0,76,41.2,0,66,8,9,,,NA,758.8,0,6157012,,
1986-01,RIDGETOWN,42.45,-81.883,ON,-4.6,0,NA,8.5,0,-20.5,0,18,0,NA,31.8,0,NA,,12,,,NA,700.4,0,6137147,,
1986-01,RIDGEVILLE,43.042,-79.325,ON,-4.6,0,-0.2,9,0,-20,0,17.6,7,NA,39.2,10,NA,6,6,,,NA,700.9,0,6137161,,
1986-01,RODNEY,42.55,-81.617,ON,-4.8,0,NA,8,0,-23,0,38.4,0,NA,50.3,0,NA,9,12,,,NA,706.4,0,6137176,,
1986-01,ROLPHTON NPD,46.183,-77.667,ON,-12.6,0,NA,5,0,-30,0,32.8,0,NA,32.8,3,NA,30,12,,,NA,947.8,0,6107184,,
1986-01,ROSEVILLE,43.35,-80.467,ON,-6.7,0,-0.2,6,0,-26.5,0,12,0,31,22.4,0,33,5,8,,,NA,765.6,0,6147188,,
1986-01,ROUGE PARK,43.817,-79.133,ON,,,NA,,,,,24,0,NA,24,0,NA,24,4,,,NA,,,6157194,,
1986-01,RUSKVIEW,44.233,-80.133,ON,-8,0,-0.8,5,0,-27.5,0,24.6,0,38,40.2,0,47,,11,,,NA,807.3,0,6147229,,
1986-01,SANDHILL,43.817,-79.817,ON,,,NA,,,,,14.6,0,NA,26.2,0,NA,2,8,,,NA,,,6157431,,
1986-01,SARNIA A,42.999,-82.309,ON,-4.9,0,-0.2,7.5,0,-19.6,0,23,0,74,26.6,0,52,3,9,80.8,0,99,711.1,0,6127514,,
1986-01,SARSFIELD,45.433,-75.35,ON,-8.6,0,NA,15,0,-26.5,0,42,0,NA,42,0,NA,,12,,,NA,824.2,0,6107533,,
1986-01,SAULT STE MARIE 2,46.533,-84.333,ON,-10,0,-0.6,4,0,-31.5,0,61.6,0,68,65.9,0,67,,12,,,NA,869.2,0,6057590,,
1986-01,SAULT STE MARIE A,46.483,-84.509,ON,-11.2,0,-1.3,3.3,0,-35.9,0,48.2,0,60,40.5,0,63,42,12,91.7,0,126,904.9,0,6057592,,
1986-01,SCOTLAND,43.001,-80.428,ON,,,NA,,,,,16.6,0,NA,27.6,0,NA,9,13,,,NA,,,6147664,,
1986-01,SEAGRAVE,44.183,-78.933,ON,,,NA,,,,,29.2,0,NA,46.8,0,NA,,14,,,NA,,,6157672,,
1986-01,SHANTY BAY,44.4,-79.633,ON,-7.7,0,0.1,7,0,-28,0,59.8,0,86,75,0,84,16,16,,,NA,796.3,0,6117684,,
1986-01,SHARON,44.1,-79.433,ON,,,NA,,,,,29.2,0,NA,41.2,0,NA,0,11,,,NA,,,6157685,,
1986-01,SHELBURNE WPCP,44.083,-80.183,ON,-8.3,0,NA,6,0,-28,0,16.5,0,NA,24,0,NA,,9,,,NA,815.3,0,6147693,,
1986-01,SIMCOE,42.85,-80.267,ON,-4.8,0,NA,8,0,-23.6,0,30.5,0,NA,39.6,0,NA,8,11,,,NA,707.2,0,6137730,,
1986-01,SINGHAMPTON,44.35,-80.25,ON,-8.5,0,NA,4.5,0,-26,0,47,0,NA,60,0,NA,5,21,,,NA,820.5,0,6117750,,
1986-01,SIOUX LOOKOUT A,50.117,-91.9,ON,-16.2,0,1.2,3.9,0,-37.4,0,47.5,0,134,51.9,0,149,49,12,,,NA,1059.7,0,6037775,,
1986-01,SLEEMAN,48.717,-94.417,ON,-13.5,0,NA,7,0,-38.5,0,34.6,0,NA,34.6,0,NA,54,5,,,NA,977.2,0,6027825,,
1986-01,SMITHFIELD CDA,44.083,-77.667,ON,-6.2,0,NA,8,0,-25,0,29.2,0,NA,65.2,0,NA,11,11,,,NA,751.2,0,6157831,,
1986-01,SMITHS FALLS TS,44.883,-76,ON,-9.3,0,NA,6.5,0,-28,0,21,0,NA,44.4,0,NA,,11,,,NA,845.7,0,6107836,,
1986-01,SMOKY FALLS,50.067,-82.167,ON,-19.3,0,-0.6,1.5,0,-38,0,45.4,0,78,45.4,0,78,,12,,,NA,1157.2,0,6077845,,
1986-01,SOUTH BAYMOUTH,45.583,-82.017,ON,-9.2,0,NA,5,0,-31,0,78.4,0,NA,80.2,0,NA,,13,84.6,0,NA,844.3,0,6097915,,
1986-01,SOUTH MOUNTAIN,44.967,-75.483,ON,-8.9,0,1.1,6,0,-25.5,0,32.6,0,70,72.8,0,101,7,16,,,NA,835,0,6107955,,
1986-01,SOUTH RIVER,45.833,-79.383,ON,-12.2,0,NA,5,0,-33,0,66,0,NA,78.6,0,NA,,17,,,NA,934.9,0,6117957,,
1986-01,ST CATHARINES,43.2,-79.25,ON,-3.5,0,NA,11,0,-18,0,5,8,NA,31.5,8,NA,,4,,,NA,667.3,0,6137285,,
1986-01,ST CATHARINES A,43.2,-79.167,ON,-3.5,0,0.3,10,0,-17.4,0,31.8,0,82,53.2,0,82,5,9,,,NA,667.9,0,6137287,,
1986-01,ST CATHARINES POWER GLEN,43.117,-79.25,ON,-2.9,3,0.7,10,3,-20.5,2,32.5,0,96,57.5,0,99,,10,,,NA,584.6,0,6137306,,
1986-01,ST THOMAS WPCP,42.767,-81.217,ON,-4.8,0,-0.2,6,0,-24.5,0,28.6,0,75,43.7,0,59,,14,,,NA,707.8,0,6137362,,
1986-01,ST WILLIAMS,42.7,-80.45,ON,-5.3,0,NA,6.5,0,-24.5,0,20,0,NA,37.5,0,NA,,7,,,NA,721.9,0,6137399,,
1986-01,STOUFFVILLE WPCP,43.967,-79.25,ON,-6.9,0,NA,5.5,0,-26,0,28.6,0,NA,41.8,0,NA,,9,,,NA,770.9,0,6158084,,
1986-01,STRATFORD MOE,43.367,-81,ON,-6.6,0,-0.6,4,0,-26,0,66.8,0,99,77.4,0,80,20,19,,,NA,762.9,0,6148105,,
1986-01,STRATHROY,42.95,-81.65,ON,-4.9,0,0.4,7,0,-23,0,43,0,99,54.2,0,76,6,16,,,NA,709.3,0,6148120,,
1986-01,STRATTON,48.783,-94.05,ON,-13.8,0,NA,8,0,-38.5,0,22,3,NA,22,3,NA,45,3,,,NA,986.3,0,6028125,,
1986-01,STRATTON ROMYN,48.7,-94.167,ON,,,NA,,,,,37.2,0,NA,37.2,0,NA,,8,,,NA,,,6028128,,
1986-01,SUDBURY A,46.617,-80.8,ON,-13.8,0,-0.8,3.7,0,-31.2,0,39.6,0,67,29.4,0,47,33,8,89.1,0,103,985,0,6068150,,
1986-01,TAVISTOCK,43.317,-80.833,ON,,,NA,,,,,58,0,NA,73,0,NA,5,14,,,NA,,,6148212,,
1986-01,TERRACE BAY,48.8,-87.1,ON,-13.8,0,NA,4,0,-36,0,57.8,0,NA,57.8,0,NA,,5,,,NA,985.5,0,6048230,,
1986-01,THORNBURY SLAMA,44.567,-80.483,ON,-5.9,0,0.3,7.5,0,-19,0,70.6,0,89,85.6,0,86,,19,,,NA,742.1,0,611HBEC,,
1986-01,THORNHILL GRANDVIEW,43.8,-79.417,ON,,,NA,,,,,16.2,0,NA,33,0,NA,6,5,,,NA,,,6158255,,
1986-01,THUNDER BAY A,48.369,-89.327,ON,-13.1,0,NA,6.6,0,-35.7,0,38.3,0,NA,30.1,0,NA,45,5,103.4,0,NA,963.6,0,6048261,,
1986-01,THUNDER BAY POMBER,48.5,-89.217,ON,,,NA,,,,,34.8,0,NA,34.8,0,NA,,5,,,NA,,,604H26A,,
1986-01,THUNDER BAY WPCP,48.4,-89.233,ON,-12.9,0,NA,7,0,-33.5,0,34.6,0,NA,34.6,0,NA,37,7,,,NA,959.1,0,604HBFA,,
1986-01,TILLSONBURG MOE,42.85,-80.717,ON,,,NA,,,,,27.6,0,NA,38.2,0,NA,,12,,,NA,,,6138270,,
1986-01,TIMMINS A,48.567,-81.383,ON,-18.1,0,-1.2,2.3,0,-40,0,30,0,52,30.8,0,59,66,9,,,NA,1118,0,6078285,,
1986-01,TORONTO,43.667,-79.4,ON,-3.9,0,-0.2,8.3,0,-19.2,0,25,0,67,31.6,0,51,6,6,92.5,0,108,679.6,0,6158350,,
1986-01,TORONTO AMESBURY,43.7,-79.483,ON,,,NA,,,,,0,8,NA,0,8,NA,,0,,,NA,,,61583FL,,
1986-01,TORONTO ASHBRIDGES BAY,43.667,-79.317,ON,,,NA,,,,,12,0,NA,23.4,0,NA,11,4,,,NA,,,6158370,,
1986-01,TORONTO BOOTH,43.65,-79.35,ON,,,NA,,,,,0,9,NA,15.9,9,NA,,2,,,NA,,,6158406,,
1986-01,TORONTO BROADWAY,43.717,-79.35,ON,-5.4,0,NA,7.5,0,-22,0,,,NA,,,NA,,,,,NA,725.7,0,61584J2,,
1986-01,TORONTO ELLESMERE,43.767,-79.267,ON,-4.8,0,NA,7,0,-21,0,0,11,NA,0.6,13,NA,,0,,,NA,706.5,0,6158520,,
1986-01,TORONTO ISLAND A,43.629,-79.395,ON,-3.7,0,NA,7.5,0,-19.4,0,14.9,0,NA,28.1,0,NA,6,5,,,NA,672.1,0,6158665,,
1986-01,TORONTO KEELE-FINCH,43.767,-79.483,ON,,,NA,,,,,13.8,0,NA,22.3,0,NA,,7,,,NA,,,6158718,,
1986-01,TORONTO LESLIE EGLINTON,43.717,-79.35,ON,,,NA,,,,,0,0,NA,0,0,NA,,0,,,NA,,,6158732,,
1986-01,TORONTO LESTER B. PEARSON INT'L A,43.667,-79.6,ON,-5.6,0,-0.1,6.7,0,-21.9,0,18.8,0,64,26.5,0,51,1,6,,,NA,730.7,0,6158733,,
1986-01,TORONTO MALVERN,43.8,-79.233,ON,-5.9,0,NA,6.5,0,-21.5,0,13.4,0,NA,31.2,0,NA,3,5,,,NA,740.4,0,6158738,,
1986-01,TORONTO MET RES STN,43.8,-79.55,ON,-5.9,0,NA,6.5,0,-23.5,0,15.4,0,NA,31.9,0,NA,2,6,107.4,0,NA,741.9,0,6158740,,
1986-01,TORONTO METRO ZOO,43.817,-79.183,ON,-5.9,0,NA,6.5,0,-24,0,9,0,NA,23.4,0,NA,,4,,,NA,740.3,0,6158741,,
1986-01,TORONTO OLD WESTON RD,43.65,-79.467,ON,,,NA,,,,,0,8,NA,15.8,8,NA,,2,,,NA,,,6158764,,
1986-01,TORONTO SENECA HILL,43.783,-79.35,ON,,,NA,,,,,15,0,NA,15,0,NA,,3,,,NA,,,61587PG,,
1986-01,TORONTO SUNNYBROOK,43.717,-79.383,ON,,,NA,,,,,16.4,0,NA,35.6,0,NA,,7,,,NA,,,6158779,,
1986-01,TORONTO WEST HILL,43.767,-79.167,ON,-4.6,0,NA,7,0,-21,0,15,0,NA,33.2,0,NA,4,9,,,NA,701.8,0,6158784,,
1986-01,TORONTO YORK MILLS,43.75,-79.383,ON,,,NA,,,,,10.2,0,NA,10.2,3,NA,3,3,,,NA,,,615HHDF,,
1986-01,TRENTON A,44.117,-77.533,ON,-6.9,0,0,8,0,-24.3,0,27.1,0,61,49.7,0,73,12,8,,,NA,770.6,0,6158875,,
1986-01,TRENTON ONT HYDRO,44.133,-77.6,ON,,,NA,,,,,20.6,0,NA,59.6,0,NA,,11,,,NA,,,6158885,,
1986-01,TROUT CREEK,46.033,-79.383,ON,,,NA,,,,,55,0,NA,58,0,NA,,13,,,NA,,,6118938,,
1986-01,TURBINE,46.383,-81.567,ON,-12.2,0,NA,5,0,-29,0,36.2,0,NA,38.2,0,NA,,9,51.4,5.666666667,NA,937,0,6068980,,
1986-01,TWEED ONTARIO HYDRO,44.5,-77.317,ON,,,NA,,,,,16.8,1,NA,16.8,5,NA,,5,,,NA,,,6159019,,
1986-01,TYRONE,44.017,-78.733,ON,-7.3,0,0,6,0,-26,0,16.6,0,38,33.6,0,43,5,9,,,NA,784,0,6159048,,
1986-01,UXBRIDGE,44.1,-79.117,ON,,,NA,,,,,20.8,0,NA,35.6,0,NA,,11,,,NA,,,6159A26,,
1986-01,VALENS,43.383,-80.133,ON,-6.1,8,NA,6,4,-27,5,14,3,NA,14,3,NA,,8,,,NA,554.1,0,6159127,,
1986-01,VALLENTYNE,44.267,-79.167,ON,-8.1,0,NA,5.5,0,-27,0,26.2,0,NA,39.2,0,NA,5,13,,,NA,808.7,0,6119129,,
1986-01,VINELAND BALLS FALLS,43.133,-79.383,ON,-5.5,10,NA,9.5,9,-23,9,29,0,NA,56.5,0,NA,9,10,,,NA,494.5,0,6139142,,
1986-01,VINELAND RITTENHOUSE,43.167,-79.417,ON,-3.8,0,-0.1,11,0,-21.5,0,22.2,0,69,64.8,0,101,2,10,,,NA,675.8,0,6139143,,
1986-01,VINELAND STATION,43.183,-79.4,ON,-3.4,0,NA,11.2,0,-19.6,0,20.6,0,NA,59.8,0,NA,2,10,91.5,0,NA,664.2,0,6139145,,
1986-01,WABAGISHIK,46.317,-81.517,ON,,,NA,,,,,23.8,0,NA,24.8,0,NA,,8,,,NA,,,6069165,,
1986-01,WALLACEBURG,42.583,-82.4,ON,-4.5,0,NA,8,0,-19,0,15,0,NA,24.2,0,NA,,9,,,NA,699,0,6139265,,
1986-01,WALTERS FALLS,44.517,-80.733,ON,-6.5,0,NA,6.5,0,-21,0,68.6,0,NA,83.7,0,NA,31,20,,,NA,758.4,0,6119274,,
1986-01,WATERFORD,42.883,-80.233,ON,,,NA,,,,,20.8,0,NA,34.6,0,NA,4,16,,,NA,,,6139356,,
1986-01,WATERLOO WELLINGTON A,43.45,-80.383,ON,-6.7,0,-0.2,6,0,-26.4,0,25,0,57,29,0,44,4,8,,,NA,765.5,0,6149387,,
1986-01,WATERLOO WPCP,43.483,-80.517,ON,,,NA,,,,,28.8,0,NA,37.6,0,NA,,13,,,NA,,,6149386,,
